거래일시,카드사,카드번호,승인번호,거래구분,공급가액,부가세,합계,할부
2025-02-08 11:50:46,KB국민,5370-68**-****-9570,82016051,승인,36364,3636,40000,00
2025-02-08 12:47:26,신한,4563-16**-****-8936,68500818,승인,50000,5000,55000,00
2025-02-08 13:09:43,KB국민,5370-92**-****-1885,58881166,승인,72727,7273,80000,00
2025-02-08 13:37:14,삼성,9410-93**-****-9010,12558593,승인,40909,4091,45000,00
2025-02-08 13:59:39,삼성,9430-90**-****-4181,58129159,승인,72727,7273,80000,00
2025-02-08 15:27:16,현대,4214-23**-****-1709,17040602,승인,59091,5909,65000,00
2025-02-08 16:07:17,롯데,5284-66**-****-3703,42701425,승인,45455,4545,50000,00
2025-02-08 17:10:48,신한,9411-83**-****-3784,84189605,승인,59091,5909,65000,00
2025-02-08 17:25:30,KB국민,5370-81**-****-2361,11667385,승인,6364,636,7000,00
2025-02-08 18:50:13,현대,4214-75**-****-1898,58853980,승인,6364,636,7000,00
2025-02-08 18:51:39,삼성,9430-51**-****-7586,26213828,승인,50000,5000,55000,00
2025-02-08 18:58:39,신한,5563-11**-****-3138,33118870,승인,36364,3636,40000,00
2025-02-08 19:10:45,BC,6243-68**-****-1399,72244899,승인,18182,1818,20000,00
2025-02-08 19:13:09,KB국민,5370-86**-****-1616,34159253,승인,54545,5455,60000,00
2025-02-08 19:20:26,롯데,9450-51**-****-2804,40572391,승인,50000,5000,55000,00
2025-02-08 19:26:13,신한,9411-12**-****-2486,74395377,승인,7273,727,8000,00
2025-02-08 19:39:05,신한,9411-77**-****-2925,22842469,승인,54545,5455,60000,03
2025-02-08 19:47:55,신한,4563-85**-****-4643,29994374,승인,9091,909,10000,00
2025-02-08 19:52:39,신한,5563-11**-****-3138,33118870,취소,36364,3636,40000,00
2025-02-08 19:55:48,KB국민,5370-16**-****-5528,36000523,승인,50000,5000,55000,00
2025-02-08 19:57:19,KB국민,5370-23**-****-2047,25324937,승인,40909,4091,45000,00
2025-02-08 20:04:24,KB국민,4569-44**-****-7977,92208524,승인,13636,1364,15000,00
2025-02-08 20:55:45,신한,4563-91**-****-8607,10183025,승인,16364,1636,18000,00
2025-02-08 21:02:08,롯데,4280-30**-****-7162,12097866,승인,40909,4091,45000,00
2025-02-08 21:05:00,삼성,9410-63**-****-5648,73889312,승인,36364,3636,40000,00
2025-02-08 21:05:26,BC,4556-45**-****-8581,11946674,승인,72727,7273,80000,00
2025-02-08 21:11:10,KB국민,5370-40**-****-2160,69702849,승인,36364,3636,40000,00
2025-02-08 21:57:00,하나,9480-74**-****-8711,14512474,승인,16364,1636,18000,00
2025-02-08 22:12:21,삼성,9430-24**-****-3236,72482955,승인,45455,4545,50000,00
2025-02-08 22:36:34,신한,9411-85**-****-1746,33279749,승인,45455,4545,50000,00
2025-02-09 12:25:57,신한,9411-45**-****-3699,25035684,승인,45455,4545,50000,00
2025-02-09 12:52:19,신한,5563-38**-****-8593,13602405,승인,27273,2727,30000,00
2025-02-09 13:20:36,KB국민,5370-95**-****-1568,52539471,승인,45455,4545,50000,00
2025-02-09 14:20:38,NH,4547-28**-****-7513,67396933,승인,36364,3636,40000,00
2025-02-09 14:59:49,신한,4563-75**-****-2431,62938641,승인,54545,5455,60000,00
2025-02-09 15:07:41,롯데,4280-38**-****-4437,53011925,승인,72727,7273,80000,00
2025-02-09 16:07:46,NH,5765-49**-****-2914,13328008,승인,72727,7273,80000,00
2025-02-09 16:17:32,신한,4563-74**-****-8966,80690141,승인,63636,6364,70000,06
2025-02-09 16:23:00,신한,4563-37**-****-2435,69622247,승인,54545,5455,60000,00
2025-02-09 17:53:14,신한,5563-84**-****-4197,80656754,승인,72727,7273,80000,00
2025-02-09 18:18:49,삼성,9430-31**-****-8469,93031143,승인,36364,3636,40000,00
2025-02-09 18:45:36,신한,4563-80**-****-5742,75845287,승인,7273,727,8000,00
2025-02-09 19:18:26,KB국민,9420-13**-****-5009,26019511,승인,7273,727,8000,00
2025-02-09 19:18:30,하나,5320-82**-****-3409,69338400,승인,54545,5455,60000,00
2025-02-09 19:23:23,현대,6011-27**-****-4354,54953500,승인,45455,4545,50000,00
2025-02-09 19:26:51,신한,5563-63**-****-7944,28732457,승인,18182,1818,20000,00
2025-02-09 19:31:09,KB국민,4569-97**-****-7824,82670169,승인,50000,5000,55000,00
2025-02-09 19:33:53,KB국민,4569-43**-****-3813,40438156,승인,72727,7273,80000,00
2025-02-09 20:09:16,하나,5320-25**-****-8742,97753291,승인,10909,1091,12000,00
2025-02-09 20:30:45,KB국민,9420-34**-****-2075,71454824,승인,54545,5455,60000,00
2025-02-09 20:31:04,롯데,4280-82**-****-8872,68528124,승인,27273,2727,30000,00
2025-02-09 20:38:05,신한,4563-52**-****-9606,18873909,승인,7273,727,8000,00
2025-02-09 20:58:51,신한,5563-63**-****-7944,28732457,취소,18182,1818,20000,00
2025-02-09 21:14:53,KB국민,9420-72**-****-6346,89639062,승인,59091,5909,65000,00
2025-02-09 21:30:22,KB국민,4569-18**-****-4097,12957704,승인,63636,6364,70000,00
2025-02-09 21:37:48,삼성,9430-63**-****-5478,33473742,승인,16364,1636,18000,00
2025-02-09 21:45:34,신한,5563-30**-****-3514,41931112,승인,54545,5455,60000,00
2025-02-09 21:49:09,NH,5765-74**-****-9948,54463735,승인,72727,7273,80000,00
2025-02-09 22:09:23,KB국민,4569-13**-****-2990,64299436,승인,72727,7273,80000,00
2025-02-10 11:09:54,하나,4568-30**-****-6770,77194013,승인,36364,3636,40000,00
2025-02-10 12:37:22,삼성,5765-57**-****-5610,75082045,승인,31818,3182,35000,00
2025-02-10 13:28:56,KB국민,5370-13**-****-5991,25917805,승인,45455,4545,50000,00
2025-02-10 13:50:42,KB국민,4569-18**-****-1709,50486214,승인,45455,4545,50000,00
2025-02-10 14:54:44,현대,4214-36**-****-3053,27477597,승인,31818,3182,35000,00
2025-02-10 15:40:59,KB국민,9420-22**-****-4002,90364540,승인,27273,2727,30000,00
2025-02-10 16:46:36,BC,9460-28**-****-1958,52906872,승인,27273,2727,30000,00
2025-02-10 17:44:08,삼성,9430-16**-****-6832,48903840,승인,45455,4545,50000,00
2025-02-10 17:58:58,삼성,9410-38**-****-9247,35288872,승인,40909,4091,45000,00
2025-02-10 19:18:10,삼성,5765-37**-****-2616,77671943,승인,22727,2273,25000,00
2025-02-10 19:48:06,NH,9470-33**-****-4277,57182050,승인,36364,3636,40000,00
2025-02-10 20:34:20,BC,4556-97**-****-5447,58656970,승인,45455,4545,50000,00
2025-02-10 20:35:39,BC,6243-63**-****-2867,71806103,승인,54545,5455,60000,00
2025-02-10 20:39:15,KB국민,9420-77**-****-1229,39124988,승인,54545,5455,60000,00
2025-02-10 21:07:52,NH,4547-49**-****-6705,58663129,승인,40909,4091,45000,00
2025-02-10 22:27:44,삼성,9430-15**-****-8065,36353784,승인,36364,3636,40000,00
2025-02-11 10:48:02,NH,9470-67**-****-7285,52219420,승인,40909,4091,45000,00
2025-02-11 11:47:03,KB국민,5370-58**-****-3934,91145880,승인,27273,2727,30000,00
2025-02-11 13:29:06,신한,4563-90**-****-4781,28066831,승인,27273,2727,30000,00
2025-02-11 14:42:31,KB국민,9420-79**-****-6629,83366099,승인,40909,4091,45000,00
2025-02-11 14:43:31,KB국민,9420-25**-****-2392,29242468,승인,27273,2727,30000,00
2025-02-11 15:26:18,신한,9411-96**-****-8793,59317149,승인,40909,4091,45000,00
2025-02-11 15:37:24,현대,4214-17**-****-6250,13777824,승인,27273,2727,30000,00
2025-02-11 16:38:54,삼성,9430-45**-****-9177,88103795,승인,40909,4091,45000,00
2025-02-11 17:19:45,KB국민,9420-94**-****-9037,84327616,승인,50000,5000,55000,00
2025-02-11 17:44:37,롯데,9450-56**-****-2060,36720922,승인,36364,3636,40000,00
2025-02-11 18:02:05,KB국민,4569-97**-****-6111,69586748,승인,45455,4545,50000,00
2025-02-11 18:08:53,신한,5563-90**-****-1440,55802675,승인,13636,1364,15000,00
2025-02-11 18:26:07,삼성,9410-56**-****-9123,48691113,승인,45455,4545,50000,00
2025-02-11 19:09:19,현대,6011-73**-****-9518,72548391,승인,54545,5455,60000,00
2025-02-11 19:11:28,신한,4563-64**-****-7219,38759369,승인,36364,3636,40000,00
2025-02-11 19:36:30,KB국민,5370-17**-****-9301,62530781,승인,18182,1818,20000,00
2025-02-11 19:48:50,신한,4563-75**-****-8938,47432067,승인,50000,5000,55000,00
2025-02-11 21:28:29,삼성,5765-31**-****-5965,75965276,승인,36364,3636,40000,00
2025-02-12 11:36:25,현대,9440-85**-****-2552,55209639,승인,31818,3182,35000,00
2025-02-12 11:51:52,KB국민,9420-64**-****-8145,96828407,승인,36364,3636,40000,00
2025-02-12 14:01:40,BC,9460-44**-****-8656,95621026,승인,45455,4545,50000,00
2025-02-12 14:54:02,롯데,9450-50**-****-2375,90745350,승인,18182,1818,20000,00
2025-02-12 15:36:51,KB국민,5370-74**-****-5945,50253107,승인,45455,4545,50000,00
2025-02-12 16:04:57,NH,5765-60**-****-2479,28865664,승인,16364,1636,18000,00
2025-02-12 16:32:51,삼성,9430-65**-****-6952,37079584,승인,36364,3636,40000,00
2025-02-12 17:15:09,BC,9460-62**-****-4335,45827376,승인,45455,4545,50000,00
2025-02-12 17:34:20,KB국민,4569-68**-****-9443,83492593,승인,40909,4091,45000,00
2025-02-12 18:02:29,KB국민,4569-99**-****-1334,73042053,승인,50000,5000,55000,00
2025-02-12 18:20:24,KB국민,4569-98**-****-2639,37636546,승인,54545,5455,60000,00
2025-02-12 18:39:54,NH,9470-35**-****-9556,58892118,승인,50000,5000,55000,00
2025-02-12 18:54:50,BC,6243-46**-****-4507,45588515,승인,36364,3636,40000,00
2025-02-12 19:58:44,BC,9460-31**-****-6531,12645698,승인,36364,3636,40000,00
2025-02-12 20:41:10,현대,9440-29**-****-2860,35758531,승인,45455,4545,50000,00
2025-02-12 21:12:10,삼성,9430-94**-****-5551,83914523,승인,10909,1091,12000,00
2025-02-12 22:26:22,현대,9440-92**-****-4844,51889289,승인,36364,3636,40000,00
2025-02-13 12:10:15,현대,6011-86**-****-3131,65071708,승인,45455,4545,50000,00
2025-02-13 12:23:11,BC,6243-12**-****-4677,13082993,승인,40909,4091,45000,00
2025-02-13 12:39:27,신한,9411-31**-****-7028,86134053,승인,27273,2727,30000,00
2025-02-13 14:17:28,신한,5563-72**-****-1916,81601127,승인,40909,4091,45000,00
2025-02-13 14:28:50,삼성,9410-50**-****-6006,87283822,승인,31818,3182,35000,00
2025-02-13 16:07:20,KB국민,4569-56**-****-3374,73783187,승인,45455,4545,50000,00
2025-02-13 16:38:46,롯데,9450-92**-****-1853,96113089,승인,45455,4545,50000,00
2025-02-13 16:59:52,신한,9411-90**-****-8190,52571763,승인,31818,3182,35000,00
2025-02-13 18:53:37,신한,9411-50**-****-3003,54196006,승인,54545,5455,60000,00
2025-02-13 19:50:42,신한,4563-91**-****-6067,58701586,승인,40909,4091,45000,00
2025-02-13 19:52:19,현대,6011-94**-****-1570,17337997,승인,36364,3636,40000,00
2025-02-13 20:20:28,BC,9460-46**-****-6367,36664193,승인,50000,5000,55000,00
2025-02-13 20:47:24,NH,9470-23**-****-3363,33508806,승인,40909,4091,45000,00
2025-02-13 21:21:45,BC,9460-74**-****-5275,18907659,승인,50000,5000,55000,00
2025-02-13 21:41:39,NH,4547-43**-****-4248,32650041,승인,40909,4091,45000,00
2025-02-13 21:43:07,BC,4556-60**-****-1128,44297151,승인,54545,5455,60000,00
2025-02-13 21:49:41,롯데,9450-70**-****-9055,65426729,승인,50000,5000,55000,00
2025-02-14 13:14:11,KB국민,5370-65**-****-8653,25572483,승인,36364,3636,40000,00
2025-02-14 13:46:55,삼성,9430-31**-****-3959,78281626,승인,45455,4545,50000,00
2025-02-14 14:49:25,현대,9440-48**-****-2975,75880113,승인,54545,5455,60000,00
2025-02-14 15:28:56,KB국민,9420-21**-****-7931,66711868,승인,16364,1636,18000,00
2025-02-14 15:31:43,NH,9470-97**-****-5657,26373347,승인,40909,4091,45000,00
2025-02-14 16:08:31,롯데,5284-88**-****-5312,45400991,승인,54545,5455,60000,00
2025-02-14 17:06:29,BC,4556-84**-****-5175,20974924,승인,27273,2727,30000,00
2025-02-14 17:09:01,하나,4568-57**-****-5068,88235926,승인,54545,5455,60000,00
2025-02-14 17:27:54,현대,4214-63**-****-4102,34208834,승인,50000,5000,55000,00
2025-02-14 17:36:03,삼성,9410-23**-****-9411,78538495,승인,22727,2273,25000,00
2025-02-14 17:37:59,BC,9460-20**-****-1473,71771451,승인,40909,4091,45000,00
2025-02-14 18:05:58,신한,9411-41**-****-5921,80208227,승인,18182,1818,20000,00
2025-02-14 18:27:57,신한,9411-16**-****-8208,35356407,승인,45455,4545,50000,00
2025-02-14 19:08:57,KB국민,4569-74**-****-3783,76147841,승인,36364,3636,40000,00
2025-02-14 19:28:20,신한,4563-19**-****-1909,83438064,승인,45455,4545,50000,06
2025-02-14 19:29:05,KB국민,4569-97**-****-7513,38483372,승인,36364,3636,40000,00
2025-02-14 19:45:27,삼성,9410-40**-****-6453,73207479,승인,54545,5455,60000,00
2025-02-14 20:36:57,KB국민,9420-63**-****-3958,20312681,승인,50000,5000,55000,00
2025-02-14 20:39:11,현대,9440-75**-****-1662,55868216,승인,16364,1636,18000,00
2025-02-14 20:42:30,현대,6011-52**-****-1095,15885044,승인,72727,7273,80000,00
2025-02-14 20:47:51,NH,4547-57**-****-2574,78807151,승인,54545,5455,60000,00
2025-02-14 20:59:29,삼성,9410-46**-****-5361,76326127,승인,72727,7273,80000,00
2025-02-14 21:18:29,삼성,9410-46**-****-5361,76326127,취소,72727,7273,80000,00
2025-02-14 21:38:42,삼성,5765-48**-****-7241,62975309,승인,36364,3636,40000,00
2025-02-14 21:56:29,삼성,9430-43**-****-3323,25682275,승인,45455,4545,50000,00
2025-02-14 22:24:05,신한,4563-12**-****-2461,37947183,승인,63636,6364,70000,00
2025-02-14 22:43:14,NH,5765-20**-****-9596,49017499,승인,7273,727,8000,00
2025-02-14 22:59:31,KB국민,9420-68**-****-8949,76167803,승인,36364,3636,40000,00
2025-02-15 10:41:30,현대,6011-48**-****-8974,93013580,승인,72727,7273,80000,00
2025-02-15 13:23:21,삼성,9430-41**-****-1107,73574016,승인,45455,4545,50000,00
2025-02-15 13:57:09,하나,4568-35**-****-4975,49571601,승인,72727,7273,80000,00
2025-02-15 14:03:01,NH,9470-74**-****-3862,14290941,승인,59091,5909,65000,00
2025-02-15 14:11:53,삼성,5765-50**-****-5876,88813775,승인,63636,6364,70000,00
2025-02-15 15:14:53,삼성,5765-50**-****-5876,88813775,취소,63636,6364,70000,00
2025-02-15 15:32:22,삼성,5765-67**-****-3043,49991663,승인,6364,636,7000,00
2025-02-15 16:25:49,KB국민,5370-83**-****-3473,17759103,승인,45455,4545,50000,00
2025-02-15 16:32:10,신한,5563-56**-****-7799,94482060,승인,40909,4091,45000,00
2025-02-15 16:46:46,KB국민,9420-37**-****-5651,22458031,승인,7273,727,8000,00
2025-02-15 17:32:14,NH,5765-26**-****-8675,49378681,승인,59091,5909,65000,00
2025-02-15 17:40:54,삼성,9410-64**-****-8765,12928205,승인,50000,5000,55000,00
2025-02-15 18:15:53,롯데,4280-17**-****-2809,60060376,승인,10909,1091,12000,00
2025-02-15 18:19:33,롯데,9450-13**-****-1383,82468532,승인,13636,1364,15000,00
2025-02-15 18:27:36,KB국민,9420-70**-****-7834,25695520,승인,59091,5909,65000,00
2025-02-15 18:41:22,현대,6011-70**-****-4149,56150415,승인,72727,7273,80000,06
2025-02-15 18:53:25,신한,9411-63**-****-8074,76532158,승인,36364,3636,40000,00
2025-02-15 19:06:45,NH,4547-24**-****-8489,24212564,승인,36364,3636,40000,00
2025-02-15 19:08:11,삼성,9430-48**-****-9089,41503438,승인,50000,5000,55000,00
2025-02-15 19:09:48,롯데,5284-62**-****-7773,71572793,승인,63636,6364,70000,00
2025-02-15 19:24:26,롯데,9450-46**-****-4394,21568480,승인,59091,5909,65000,00
2025-02-15 19:55:13,삼성,9430-73**-****-9288,23327047,승인,59091,5909,65000,00
2025-02-15 20:21:27,현대,9440-72**-****-4671,44604301,승인,40909,4091,45000,00
2025-02-15 20:38:16,KB국민,5370-60**-****-1095,25660291,승인,40909,4091,45000,00
2025-02-15 20:38:46,삼성,5765-39**-****-8993,18147644,승인,54545,5455,60000,00
2025-02-15 20:39:23,BC,9460-34**-****-1227,25020641,승인,63636,6364,70000,00
2025-02-15 20:39:50,BC,9460-23**-****-9311,32420574,승인,40909,4091,45000,00
2025-02-15 20:44:12,신한,5563-93**-****-3378,42451191,승인,36364,3636,40000,00
2025-02-15 20:46:47,NH,9470-77**-****-5583,91926643,승인,13636,1364,15000,00
2025-02-15 20:48:42,현대,9440-33**-****-4458,20498581,승인,72727,7273,80000,00
2025-02-15 21:44:25,현대,6011-99**-****-8244,56338752,승인,18182,1818,20000,00
2025-02-15 21:50:41,롯데,5284-14**-****-2380,82133102,승인,16364,1636,18000,00
2025-02-15 22:33:50,하나,9480-18**-****-9476,21378739,승인,59091,5909,65000,00
2025-02-15 22:45:51,하나,4568-97**-****-7586,84304333,승인,22727,2273,25000,00
2025-02-15 22:50:22,롯데,4280-29**-****-5382,79174131,승인,36364,3636,40000,00
2025-02-16 10:35:22,BC,4556-83**-****-8883,51567482,승인,40909,4091,45000,00
2025-02-16 11:09:09,삼성,9430-33**-****-4532,75604774,승인,63636,6364,70000,00
2025-02-16 12:03:27,KB국민,4569-61**-****-9622,88952163,승인,45455,4545,50000,00
2025-02-16 12:40:14,신한,5563-41**-****-2663,84451573,승인,4545,455,5000,00
2025-02-16 13:08:31,삼성,5765-98**-****-2934,38540398,승인,72727,7273,80000,00
2025-02-16 13:16:49,삼성,9430-17**-****-3772,92473495,승인,40909,4091,45000,00
2025-02-16 14:01:17,신한,5563-20**-****-8278,81611045,승인,50000,5000,55000,00
2025-02-16 16:18:02,삼성,9430-47**-****-5968,75219822,승인,45455,4545,50000,00
2025-02-16 17:02:47,하나,9480-24**-****-7694,26222417,승인,45455,4545,50000,00
2025-02-16 17:10:50,KB국민,4569-15**-****-8401,10134359,승인,9091,909,10000,00
2025-02-16 17:55:33,KB국민,5370-31**-****-9876,48299260,승인,59091,5909,65000,00
2025-02-16 18:48:03,롯데,9450-94**-****-2970,81384965,승인,50000,5000,55000,00
2025-02-16 18:49:25,KB국민,4569-63**-****-9020,31856387,승인,54545,5455,60000,00
2025-02-16 18:57:21,KB국민,9420-27**-****-3175,77748258,승인,63636,6364,70000,00
2025-02-16 19:08:19,KB국민,5370-36**-****-9199,29108179,승인,27273,2727,30000,00
2025-02-16 19:25:37,KB국민,5370-65**-****-6569,34227374,승인,36364,3636,40000,00
2025-02-16 19:48:28,삼성,9410-59**-****-7711,41248877,승인,72727,7273,80000,00
2025-02-16 20:06:20,BC,9460-64**-****-3401,65304811,승인,50000,5000,55000,00
2025-02-16 20:24:07,삼성,9430-18**-****-7669,74984400,승인,10909,1091,12000,00
2025-02-16 20:37:36,신한,5563-58**-****-3293,79748476,승인,50000,5000,55000,00
2025-02-16 20:53:39,현대,9440-17**-****-1008,74717944,승인,10909,1091,12000,00
2025-02-16 21:16:24,삼성,9410-73**-****-4874,78265991,승인,40909,4091,45000,00
2025-02-16 21:21:34,하나,4568-92**-****-5544,21882280,승인,36364,3636,40000,00
2025-02-16 21:45:01,KB국민,9420-34**-****-2395,93041052,승인,54545,5455,60000,00
2025-02-16 22:11:01,신한,9411-28**-****-6243,65408139,승인,36364,3636,40000,00
2025-02-17 11:31:57,신한,5563-24**-****-7489,47224958,승인,45455,4545,50000,00
2025-02-17 12:56:41,KB국민,9420-96**-****-8293,26564560,승인,27273,2727,30000,00
2025-02-17 13:04:08,NH,9470-45**-****-9570,35749878,승인,36364,3636,40000,00
2025-02-17 14:52:39,BC,9460-73**-****-4838,58720925,승인,36364,3636,40000,00
2025-02-17 16:12:28,신한,9411-97**-****-5606,58025924,승인,27273,2727,30000,00
2025-02-17 16:52:24,신한,5563-25**-****-1138,72101540,승인,45455,4545,50000,00
2025-02-17 18:20:00,신한,9411-38**-****-1415,66884191,승인,16364,1636,18000,00
2025-02-17 18:23:33,NH,9470-45**-****-1769,66379776,승인,4545,455,5000,00
2025-02-17 18:31:10,신한,5563-18**-****-3875,88942114,승인,54545,5455,60000,00
2025-02-17 19:00:38,삼성,9430-60**-****-9011,82226781,승인,50000,5000,55000,03
2025-02-17 19:20:21,KB국민,9420-12**-****-6381,27948365,승인,40909,4091,45000,00
2025-02-17 19:41:03,KB국민,4569-25**-****-5489,79564413,승인,13636,1364,15000,00
2025-02-17 19:51:20,현대,6011-44**-****-8417,43007935,승인,45455,4545,50000,00
2025-02-17 20:01:44,현대,6011-10**-****-8437,67326334,승인,22727,2273,25000,00
2025-02-17 20:36:04,삼성,9410-65**-****-5578,38299831,승인,45455,4545,50000,00
2025-02-17 22:53:40,KB국민,9420-15**-****-5609,31664929,승인,40909,4091,45000,00
2025-02-18 12:03:58,신한,5563-26**-****-2065,18321798,승인,27273,2727,30000,00
2025-02-18 14:19:04,삼성,9430-85**-****-1393,94060174,승인,27273,2727,30000,00
2025-02-18 16:21:18,하나,5320-17**-****-3369,41861591,승인,13636,1364,15000,00
2025-02-18 16:24:25,현대,4214-86**-****-4819,98546660,승인,27273,2727,30000,00
2025-02-18 17:46:39,신한,9411-26**-****-1991,51831217,승인,50000,5000,55000,00
2025-02-18 18:15:04,현대,6011-84**-****-8314,26753912,승인,54545,5455,60000,00
2025-02-18 18:32:41,신한,5563-28**-****-3385,73018412,승인,13636,1364,15000,00
2025-02-18 19:29:24,롯데,4280-53**-****-2659,97365194,승인,50000,5000,55000,00
2025-02-18 19:37:50,NH,9470-42**-****-9337,57699801,승인,40909,4091,45000,00
2025-02-18 21:28:03,현대,9440-81**-****-1914,17006587,승인,45455,4545,50000,00
2025-02-18 21:50:01,KB국민,5370-11**-****-2682,89883050,승인,50000,5000,55000,00
2025-02-18 21:53:16,삼성,9410-16**-****-6583,54773484,승인,40909,4091,45000,00
2025-02-19 13:59:08,신한,4563-50**-****-7131,90470126,승인,31818,3182,35000,00
2025-02-19 14:00:23,삼성,9410-28**-****-2887,49000479,승인,27273,2727,30000,00
2025-02-19 14:29:56,KB국민,5370-98**-****-4654,40906854,승인,27273,2727,30000,00
2025-02-19 14:53:23,KB국민,5370-47**-****-2376,69660493,승인,10909,1091,12000,00
2025-02-19 16:23:42,하나,5320-18**-****-8106,25903904,승인,31818,3182,35000,00
2025-02-19 17:12:12,롯데,5284-95**-****-4102,73850736,승인,40909,4091,45000,00
2025-02-19 17:40:15,롯데,4280-78**-****-4098,49484539,승인,36364,3636,40000,00
2025-02-19 17:40:37,삼성,9430-38**-****-3853,45164890,승인,45455,4545,50000,03
2025-02-19 17:56:41,신한,9411-57**-****-6272,80528150,승인,54545,5455,60000,00
2025-02-19 18:13:15,롯데,5284-36**-****-7158,63729043,승인,50000,5000,55000,00
2025-02-19 19:21:54,신한,9411-22**-****-5289,12817734,승인,54545,5455,60000,00
2025-02-19 19:29:38,BC,4556-63**-****-5909,54106502,승인,45455,4545,50000,00
2025-02-19 19:45:31,신한,5563-36**-****-1599,39464318,승인,50000,5000,55000,00
2025-02-19 20:08:24,신한,9411-68**-****-5998,42232378,승인,36364,3636,40000,00
2025-02-19 20:20:15,현대,4214-75**-****-3071,88394188,승인,36364,3636,40000,00
2025-02-19 21:13:46,롯데,4280-31**-****-2062,78264989,승인,36364,3636,40000,00
2025-02-19 21:28:55,KB국민,4569-58**-****-7963,86688035,승인,40909,4091,45000,00
2025-02-20 11:32:39,KB국민,4569-62**-****-8086,59326617,승인,36364,3636,40000,00
2025-02-20 13:35:11,BC,6243-13**-****-9005,35057390,승인,4545,455,5000,00
2025-02-20 14:38:08,NH,4547-61**-****-6679,64459981,승인,45455,4545,50000,06
2025-02-20 15:32:32,현대,9440-25**-****-2612,19576257,승인,45455,4545,50000,00
2025-02-20 15:47:13,신한,5563-69**-****-8679,55722553,승인,40909,4091,45000,00
2025-02-20 15:58:24,신한,4563-18**-****-9591,71023927,승인,10909,1091,12000,00
2025-02-20 16:34:12,신한,4563-48**-****-5096,46838009,승인,36364,3636,40000,00
2025-02-20 17:35:01,삼성,9430-73**-****-1158,98429098,승인,45455,4545,50000,00
2025-02-20 18:12:30,신한,4563-21**-****-5991,33008094,승인,6364,636,7000,00
2025-02-20 18:36:50,NH,9470-82**-****-6410,94535600,승인,4545,455,5000,00
2025-02-20 20:20:17,삼성,9430-55**-****-2243,21062025,승인,50000,5000,55000,00
2025-02-20 20:20:54,KB국민,9420-36**-****-7843,68878740,승인,40909,4091,45000,00
2025-02-20 20:21:14,KB국민,9420-48**-****-9808,53765651,승인,50000,5000,55000,00
2025-02-20 20:48:41,KB국민,9420-60**-****-3445,40545068,승인,36364,3636,40000,00
2025-02-20 20:58:38,BC,4556-60**-****-4345,18550910,승인,27273,2727,30000,00
2025-02-21 10:01:00,BC,9460-22**-****-4613,99135168,승인,59091,5909,65000,00
2025-02-21 10:41:20,KB국민,4569-18**-****-4606,98310124,승인,36364,3636,40000,00
2025-02-21 11:05:18,신한,4563-88**-****-7407,33505052,승인,72727,7273,80000,00
2025-02-21 12:58:37,KB국민,9420-74**-****-4808,88848693,승인,18182,1818,20000,00
2025-02-21 14:02:57,KB국민,4569-66**-****-6051,17035056,승인,50000,5000,55000,03
2025-02-21 14:10:02,KB국민,4569-89**-****-4105,37799083,승인,63636,6364,70000,00
2025-02-21 14:55:58,KB국민,5370-63**-****-9789,74189781,승인,63636,6364,70000,00
2025-02-21 15:55:10,NH,5765-99**-****-2093,39159454,승인,54545,5455,60000,00
2025-02-21 16:40:48,하나,5320-18**-****-8899,54977061,승인,13636,1364,15000,00
2025-02-21 17:10:16,KB국민,5370-58**-****-8567,56124957,승인,50000,5000,55000,00
2025-02-21 17:11:57,KB국민,5370-60**-****-2565,15860545,승인,63636,6364,70000,00
2025-02-21 17:52:25,KB국민,4569-69**-****-8539,87327229,승인,50000,5000,55000,00
2025-02-21 18:17:53,삼성,9410-25**-****-5819,81760022,승인,45455,4545,50000,03
2025-02-21 18:19:37,KB국민,4569-10**-****-4304,29151794,승인,50000,5000,55000,00
2025-02-21 19:00:14,현대,9440-40**-****-6060,67512010,승인,4545,455,5000,00
2025-02-21 19:03:49,롯데,5284-35**-****-4908,22265679,승인,63636,6364,70000,00
2025-02-21 20:10:04,현대,9440-55**-****-8219,33882733,승인,36364,3636,40000,00
2025-02-21 20:24:57,삼성,9430-30**-****-8778,91028510,승인,50000,5000,55000,00
2025-02-21 20:31:29,삼성,5765-66**-****-4969,28824809,승인,40909,4091,45000,00
2025-02-21 20:41:39,삼성,9430-86**-****-5940,77051958,승인,59091,5909,65000,00
2025-02-21 20:54:12,삼성,5765-51**-****-3236,99965548,승인,63636,6364,70000,00
2025-02-21 20:56:39,삼성,9430-86**-****-5940,77051958,취소,59091,5909,65000,00
2025-02-21 21:25:27,신한,9411-51**-****-6842,33303091,승인,40909,4091,45000,00
2025-02-21 21:26:48,하나,9480-74**-****-2723,53756742,승인,40909,4091,45000,00
2025-02-21 22:06:45,신한,4563-96**-****-7366,27841755,승인,45455,4545,50000,00
2025-02-22 12:52:23,현대,6011-43**-****-3422,91260195,승인,4545,455,5000,00
2025-02-22 13:12:00,BC,6243-72**-****-7131,64298487,승인,36364,3636,40000,00
2025-02-22 15:41:50,KB국민,4569-13**-****-5726,40737204,승인,36364,3636,40000,00
2025-02-22 16:18:12,신한,9411-52**-****-8270,28021013,승인,45455,4545,50000,00
2025-02-22 17:29:18,KB국민,4569-70**-****-3238,36268523,승인,63636,6364,70000,00
